Angle, TimePerStep, Intensity
52.72,0.5,5
52.74,0.5,3
52.76,0.5,4
52.78,0.5,3
52.8,0.5,4
52.82,0.5,4
52.84,0.5,3
52.86,0.5,10
52.88,0.5,3
52.9,0.5,5
52.92,0.5,3
52.94,0.5,6
52.96,0.5,3
52.98,0.5,5
53,0.5,5
53.02,0.5,4
53.04,0.5,8
53.06,0.5,7
53.08,0.5,6
53.1,0.5,3
53.12,0.5,4
53.14,0.5,5
53.16,0.5,8
53.18,0.5,3
53.2,0.5,4
53.22,0.5,5
53.24,0.5,4
53.26,0.5,3
53.28,0.5,4
53.3,0.5,12
53.32,0.5,4
53.34,0.5,6
53.36,0.5,8
53.38,0.5,7
53.4,0.5,6
53.42,0.5,4
53.44,0.5,2
53.46,0.5,2
53.48,0.5,7
53.5,0.5,5
53.52,0.5,4
53.54,0.5,8
53.56,0.5,9
53.58,0.5,6
53.6,0.5,6
53.62,0.5,7
53.64,0.5,4
53.66,0.5,5
53.68,0.5,5
53.7,0.5,4
53.72,0.5,6
53.74,0.5,7
53.76,0.5,6
53.78,0.5,9
53.8,0.5,9
53.82,0.5,8
53.84,0.5,4
53.86,0.5,7
53.88,0.5,6
53.9,0.5,8
53.92,0.5,4
53.94,0.5,7
53.96,0.5,5
53.98,0.5,5
54,0.5,12
54.02,0.5,10
54.04,0.5,5
54.06,0.5,6
54.08,0.5,6
54.1,0.5,3
54.12,0.5,7
54.14,0.5,6
54.16,0.5,8
54.18,0.5,7
54.2,0.5,8
54.22,0.5,7
54.24,0.5,6
54.26,0.5,6
54.28,0.5,9
54.3,0.5,10
54.32,0.5,10
54.34,0.5,8
54.36,0.5,6
54.38,0.5,9
54.4,0.5,9
54.42,0.5,3
54.44,0.5,6
54.46,0.5,7
54.48,0.5,3
54.5,0.5,4
54.52,0.5,6
54.54,0.5,8
54.56,0.5,7
54.58,0.5,11
54.6,0.5,2
54.62,0.5,7
54.64,0.5,5
54.66,0.5,3
54.68,0.5,7
54.7,0.5,9
