wavelength	transmission	transmission
nm	%	%
	NaCl, not irradiated	NaCl, irradiated with X-rays
633.599999	82.893	40.957
633.5	82.852999	40.951
633.4	82.852999	40.955
633.3	82.854	40.946
633.2	82.848	40.942
633.099999	82.852999	40.937
633	82.851	40.945
632.9	82.847	40.942
632.8	82.848999	40.956
632.7	82.847	40.96
632.599999	82.858	40.971999
632.5	82.821	40.992
632.4	82.789	40.977
632.3	82.823	40.968
632.2	82.828999	40.977
632.099999	82.813	40.98
632	82.8	40.973
631.9	82.8	40.982
631.8	82.795	40.999
631.7	82.775	41.01
631.599999	82.813999	41.011
631.5	82.831999	41.009
631.4	82.835	41.019
631.3	82.821	41.007
631.2	82.783	40.992
631.099999	82.776	41.001
631	82.818	41.005
630.9	82.831999	41.028
630.8	82.76	41.014
630.7	82.777999	41.038
630.599999	82.83	41.038999
630.5	82.834	41.041
630.4	82.781	41.014
630.3	82.781	41.024
630.2	82.783	41.024
630.099999	82.793	41.05
630	82.823	41.014
629.9	82.728	41.026
629.8	82.774	41.061
629.7	82.803	41.04
629.599999	82.758	41.035
629.5	82.8	41.058
629.4	82.798	41.036
629.3	82.809999	41.057
629.2	82.796	41.053
629.099999	82.819	41.063
629	82.783	41.056
628.9	82.781	41.057
628.8	82.807	41.045
628.7	82.795	41.073
628.599999	82.758	41.089
628.5	82.777999	41.066
628.4	82.784	41.065
628.3	82.786	41.083
628.2	82.794	41.079
628.099999	82.782	41.091
628	82.774	41.099999
627.9	82.765	41.09
627.8	82.777	41.075
627.7	82.811	41.086
627.599999	82.779	41.099
627.5	82.754	41.101
627.4	82.798	41.098
627.3	82.797	41.105
627.2	82.762999	41.108
627.099999	82.746	41.104
627	82.757	41.11
626.9	82.759	41.121
626.8	82.705	41.138
626.7	82.718	41.126
626.599999	82.777999	41.123
626.5	82.76	41.125
626.4	82.754	41.129
626.3	82.754	41.14
626.2	82.749	41.137
626.099999	82.721999	41.149
626	82.797	41.142
625.9	82.792	41.128
625.8	82.77	41.144
625.7	82.746	41.14
625.599999	82.78	41.148
625.5	82.772	41.173
625.4	82.736	41.160999
625.3	82.744	41.174
625.2	82.746	41.159
625.099999	82.753	41.171
625	82.753	41.195
624.9	82.717	41.186
624.8	82.736	41.165
624.7	82.762999	41.206
624.599999	82.742	41.183
624.5	82.769	41.184
624.4	82.703	41.177
624.3	82.735	41.202
624.2	82.703	41.201
624.099999	82.758	41.176
624	82.730999	41.182
623.9	82.714	41.195
623.8	82.667	41.195
623.7	82.75	41.201
623.599999	82.75	41.202
623.5	82.747	41.208
623.4	82.714	41.219
623.3	82.738	41.224
623.2	82.762999	41.219
623.099999	82.72	41.209
623	82.744	41.221
622.9	82.733999	41.233
622.8	82.703	41.218
622.7	82.709	41.221999
622.599999	82.726999	41.251
622.5	82.703999	41.241
622.4	82.697	41.237
622.3	82.691999	41.229
622.2	82.702	41.238
622.099999	82.687999	41.246
622	82.687	41.246
621.9	82.687999	41.257
621.8	82.699999	41.252
621.7	82.689	41.25
621.599999	82.684	41.256
621.5	82.686	41.261
621.4	82.693	41.267
621.3	82.703999	41.263
621.2	82.691	41.262
621.099999	82.645	41.273
621	82.607	41.289
620.9	82.655999	41.28
620.8	82.673	41.266
620.7	82.666	41.26
620.599999	82.662	41.28
620.5	82.643	41.281
620.4	82.662	41.278
620.3	82.679999	41.293
620.2	82.684	41.313
620.099999	82.675	41.295
620	82.649	41.291
619.9	82.658	41.282
619.8	82.714	41.303
619.7	82.713	41.294
619.599999	82.677	41.311
619.5	82.663	41.32
619.4	82.636	41.293
619.3	82.599	41.3
619.2	82.649	41.312
619.099999	82.63	41.303
619	82.646	41.327
618.9	82.636	41.321
618.8	82.618	41.311
618.7	82.599999	41.332
618.599999	82.672	41.314
618.5	82.646	41.315
618.4	82.628999	41.333
618.3	82.581	41.337
618.2	82.65	41.328
618.099999	82.604999	41.343
618	82.625	41.328
617.9	82.676	41.324
617.8	82.674	41.341
617.7	82.65	41.337
617.599999	82.635	41.339
617.5	82.616	41.349
617.4	82.616999	41.356
617.3	82.621	41.341
617.2	82.639	41.353
617.099999	82.605999	41.353
617	82.601	41.349999
616.9	82.631	41.357
616.8	82.655	41.355
616.7	82.628	41.36
616.599999	82.637	41.357
616.5	82.615	41.361
616.4	82.596999	41.356
616.3	82.604999	41.363
616.2	82.63	41.369
616.099999	82.619	41.38
616	82.565	41.376
615.9	82.571	41.369
615.8	82.584	41.364
615.7	82.583	41.368
615.599999	82.584	41.378
615.5	82.595	41.383
615.4	82.603	41.38
615.3	82.624	41.384
615.2	82.616999	41.39
615.099999	82.608	41.388
615	82.639	41.386
614.9	82.616999	41.389
614.8	82.604	41.382
614.7	82.603	41.402
614.599999	82.608	41.41
614.5	82.608999	41.401
614.4	82.556	41.386
614.3	82.581	41.402
614.2	82.564	41.404999
614.099999	82.611999	41.402
614	82.586	41.409
613.9	82.631	41.404
613.8	82.637	41.411
613.7	82.584	41.417
613.599999	82.56	41.408
613.5	82.560999	41.422
613.4	82.55	41.414
613.3	82.567	41.416
613.2	82.608	41.42
613.099999	82.555	41.442
613	82.547	41.397
612.9	82.58	41.408
612.8	82.598	41.423
612.7	82.605999	41.415
612.599999	82.508	41.407
612.5	82.577	41.4
612.4	82.544	41.41
612.3	82.531	41.41
612.2	82.533	41.417
612.099999	82.537	41.424
612	82.587	41.412
611.9	82.589	41.403
611.8	82.533	41.414
611.7	82.557999	41.415
611.599999	82.554	41.418
611.5	82.556	41.422
611.4	82.576	41.425
611.3	82.548999	41.421
611.2	82.526	41.424
611.099999	82.565	41.419
611	82.544	41.425
610.9	82.539	41.429
610.8	82.541	41.441
610.7	82.535	41.446
610.599999	82.543	41.43
610.5	82.537	41.43
610.4	82.521999	41.433
610.3	82.504	41.426
610.2	82.509	41.424
610.099999	82.494	41.439
610	82.486	41.439
609.9	82.509999	41.434
609.8	82.532	41.431
609.7	82.489999	41.432
609.599999	82.497	41.427
609.5	82.523	41.424
609.4	82.547	41.425
609.3	82.514	41.432
609.2	82.553	41.425
609.099999	82.479	41.42
609	82.525	41.414
608.9	82.512	41.419
608.8	82.474	41.448
608.7	82.476	41.445
608.599999	82.506999	41.448
608.5	82.516	41.436
608.4	82.486999	41.447
608.3	82.539	41.432
608.2	82.492	41.422
608.099999	82.474	41.431
608	82.462	41.425
607.9	82.48	41.423
607.8	82.548999	41.439
607.7	82.521999	41.436
607.599999	82.536	41.428
607.5	82.481	41.441
607.4	82.426999	41.44
607.3	82.496	41.415
607.2	82.450999	41.44
607.099999	82.469	41.424
607	82.506999	41.435
606.9	82.503	41.441
606.8	82.482	41.45
606.7	82.486	41.462
606.599999	82.474999	41.436
606.5	82.504	41.444
606.4	82.517	41.445
606.3	82.479	41.446
606.2	82.464	41.436
606.099999	82.469	41.434
606	82.458	41.427
605.9	82.461	41.43
605.8	82.465	41.423
605.7	82.47	41.423
605.599999	82.48	41.437
605.5	82.462	41.429
605.4	82.455999	41.426
605.3	82.468	41.439
605.2	82.447999	41.442
605.099999	82.429	41.42
605	82.423999	41.424
604.9	82.438	41.441
604.8	82.422	41.439
604.7	82.415	41.432
604.599999	82.464	41.426
604.5	82.459	41.436
604.4	82.481	41.435
604.3	82.474	41.437
604.2	82.465	41.434
604.099999	82.442	41.431
604	82.408999	41.417
603.9	82.401	41.4
603.8	82.443999	41.421
603.7	82.453	41.404
603.599999	82.425	41.415
603.5	82.363	41.443
603.4	82.395	41.429
603.3	82.465	41.423
603.2	82.454	41.418
603.099999	82.411	41.415
603	82.405	41.415
602.9	82.42	41.403
602.8	82.422	41.413
602.7	82.386	41.402
602.599999	82.425	41.427
602.5	82.403	41.412
602.4	82.422	41.393
602.3	82.429	41.4
602.2	82.41	41.392
602.099999	82.401	41.391
602	82.415	41.389
601.9	82.374	41.388
601.8	82.393	41.404
601.7	82.417	41.386
601.599999	82.408999	41.416
601.5	82.418	41.419
601.4	82.386	41.407
601.3	82.375	41.381
601.2	82.389	41.396
601.099999	82.367	41.39
601	82.381	41.39
600.9	82.387	41.398
600.8	82.394	41.377
600.7	82.387	41.386
600.599999	82.389	41.396
600.5	82.401	41.386
600.4	82.413	41.394
600.3	82.402	41.38
600.2	82.393	41.369
600.099999	82.396	41.362
600	82.415	41.369
599.9	82.414	41.374
599.8	82.402	41.359
599.7	82.36	41.352
599.599999	82.333	41.365
599.5	82.327	41.36
599.4	82.369	41.361
599.3	82.408	41.355
599.2	82.377	41.358
599.099999	82.364	41.368
599	82.37	41.354
598.9	82.376	41.341
598.8	82.402	41.338
598.7	82.358	41.339
598.599999	82.36	41.345
598.5	82.383	41.347
598.4	82.355999	41.352
598.3	82.361999	41.346
598.2	82.394	41.362
598.099999	82.371	41.346
598	82.360999	41.331
597.9	82.36	41.332
597.8	82.394	41.338
597.7	82.38	41.33
597.599999	82.367	41.331
597.5	82.352	41.318
597.4	82.364999	41.314
597.3	82.376	41.33
597.2	82.349999	41.307
597.099999	82.349999	41.327
597	82.375	41.319
596.9	82.351	41.299
596.8	82.323	41.311
596.7	82.337999	41.308
596.599999	82.38	41.304
596.5	82.321999	41.276
596.4	82.307	41.302
596.3	82.313	41.294
596.2	82.31	41.263
596.099999	82.293	41.271
596	82.288	41.289
595.9	82.349	41.292
595.8	82.349999	41.271
595.7	82.354	41.293
595.599999	82.313999	41.294
595.5	82.319	41.261
595.4	82.301999	41.246
595.3	82.292	41.261
595.2	82.316999	41.265
595.099999	82.331	41.265
595	82.335	41.256
594.9	82.319	41.264
594.8	82.301	41.265
594.7	82.331	41.253
594.599999	82.354	41.248
594.5	82.304999	41.254
594.4	82.313999	41.255
594.3	82.327	41.248
594.2	82.323	41.246
594.099999	82.337999	41.243
594	82.346	41.235
593.9	82.288	41.233
593.8	82.262	41.237
593.7	82.303	41.237
593.599999	82.295	41.236
593.5	82.294	41.224
593.4	82.291	41.217
593.3	82.284	41.22
593.2	82.285	41.219
593.099999	82.285	41.208
593	82.277	41.206
592.9	82.292	41.217
592.8	82.269	41.214
592.7	82.288	41.203
592.599999	82.255	41.205
592.5	82.285	41.214
592.4	82.287	41.201
592.3	82.262	41.184
592.2	82.27	41.197
592.099999	82.273	41.194
592	82.259	41.2
591.9	82.28	41.179
591.8	82.211999	41.187
591.7	82.252	41.183
591.599999	82.287	41.171
591.5	82.274	41.185
591.4	82.230999	41.173
591.3	82.257	41.178
591.2	82.273	41.17
591.099999	82.271	41.18
591	82.242	41.155
590.9	82.289	41.16
590.8	82.283	41.162
590.7	82.279	41.137
590.599999	82.232	41.151
590.5	82.249	41.137
590.4	82.193	41.132
590.3	82.215999	41.134
590.2	82.277999	41.126
590.099999	82.256	41.13
590	82.250999	41.14
589.9	82.232	41.132
589.8	82.248	41.117
589.7	82.262999	41.113
589.599999	82.232	41.105999
589.5	82.191999	41.103
589.4	82.206	41.102
589.3	82.221999	41.103
589.2	82.236	41.109
589.099999	82.238999	41.111
589	82.238	41.099
588.9	82.202	41.097
588.8	82.22	41.099
588.7	82.23	41.102
588.599999	82.198	41.099999
588.5	82.211999	41.079
588.4	82.211999	41.079
588.3	82.24	41.085
588.2	82.254	41.06
588.099999	82.223	41.06
588	82.217	41.044
587.9	82.214	41.042
587.8	82.191	41.044
587.699999	82.217	41.052
587.6	82.227999	41.052
587.5	82.233	41.041
587.4	82.227999	41.045
587.3	82.186	41.034
587.199999	82.208	41.024
587.1	82.19	41.028
587	82.166	41.032999
586.9	82.175	41.044
586.8	82.186	41.029
586.699999	82.167	41.032
586.6	82.242	41.023
586.5	82.236	41.015
586.4	82.171	40.998
586.3	82.176	41.015
586.199999	82.187	40.992
586.1	82.199	41.001
586	82.187	40.988
585.9	82.188	40.995
585.8	82.163	40.988
585.699999	82.162	40.99
585.6	82.203	40.946
585.5	82.146	40.989
585.4	82.147	40.981
585.3	82.185	40.952
585.199999	82.146	40.976
585.1	82.167999	40.977999
585	82.136	40.97
584.9	82.185	40.941
584.8	82.154	40.941
584.699999	82.116999	40.948
584.6	82.142	40.954
584.5	82.157	40.953
584.4	82.172	40.952
584.3	82.193	40.958
584.199999	82.174	40.932
584.1	82.152999	40.915
584	82.152999	40.914
583.9	82.171	40.915
583.8	82.158	40.905
583.699999	82.116999	40.91
583.6	82.122	40.898
583.5	82.132	40.905
583.4	82.158	40.910999
583.3	82.159	40.916
583.199999	82.17	40.907
583.1	82.143999	40.897
583	82.116	40.893
582.9	82.137	40.894
582.8	82.128	40.898
582.699999	82.124	40.895
582.6	82.125	40.885
582.5	82.143999	40.889
582.4	82.139	40.882
582.3	82.099	40.868
582.199999	82.104999	40.868
582.1	82.142	40.864
582	82.14	40.853
581.9	82.143999	40.849999
581.8	82.142	40.855
581.699999	82.121	40.861999
581.6	82.125	40.836
581.5	82.116999	40.846
581.4	82.134	40.835
581.3	82.12	40.834
581.199999	82.134	40.821
581.1	82.131	40.825
581	82.116999	40.822
580.9	82.113	40.819
580.8	82.074	40.812
580.699999	82.069999	40.822
580.6	82.108999	40.822
580.5	82.072999	40.797
580.4	82.111999	40.793
580.3	82.123	40.78
580.199999	82.087	40.786
580.1	82.124	40.794999
580	82.123	40.781
579.9	82.081	40.793
579.8	82.087	40.782
579.699999	82.098	40.759
579.6	82.092	40.754
579.5	82.06	40.76
579.4	82.104	40.752
579.3	82.045999	40.744
579.199999	82.074	40.775
579.1	82.08	40.748
579	82.021	40.739999
578.9	82.069999	40.745
578.8	82.065999	40.748
578.699999	82.035	40.744
578.6	82.060999	40.757
578.5	82.043	40.727
578.4	82.029	40.727
578.3	82.063	40.732
578.199999	82.09	40.716
578.1	82.089	40.719
578	82.081	40.705
577.9	82.088	40.713
577.8	82.071	40.712
577.699999	82.04	40.706
577.6	82.026	40.689
577.5	82.016	40.688
577.4	82.024	40.7
577.3	82.057999	40.692
577.199999	82.069999	40.681
577.1	82.037	40.681
577	82.047	40.679
576.9	82.081	40.679
576.8	82.077	40.683
576.699999	82.059	40.677
576.6	82.063	40.663
576.5	82.035	40.662
576.4	82.072	40.647
576.3	82.06	40.645
576.199999	82.072	40.652
576.1	82.021999	40.644
576	82.03	40.65
575.9	82.068	40.64
575.8	82.069999	40.636
575.699999	82.038	40.632
575.6	82.051	40.633
575.5	82.021999	40.625
575.4	82.013	40.6
575.3	82.036	40.614
575.199999	82.017	40.623
575.1	82.029	40.611
575	82.039	40.611999
574.9	82.029	40.605999
574.8	82.004	40.589
574.699999	82.017	40.596
574.6	82.003	40.588
574.5	82.002	40.568
574.4	82.016	40.582
574.3	82.004	40.582
574.199999	81.967	40.572
574.1	82.001	40.574
574	81.991	40.582
573.9	81.994999	40.573
573.8	81.959	40.546
573.699999	81.974	40.56
573.6	81.994	40.549
573.5	82.018	40.549
573.4	82.008	40.532
573.3	82.011	40.544999
573.199999	81.981	40.528
573.1	81.982	40.54
573	81.959	40.517
572.9	81.981	40.527
572.8	81.981	40.514
572.699999	81.992	40.52
572.6	82.001	40.512
572.5	82.021	40.51
572.4	82.008	40.515
572.3	81.967	40.497
572.199999	81.958	40.483
572.1	81.977	40.489
572	81.989	40.491
571.9	81.977	40.489999
571.8	81.949	40.486
571.699999	81.97	40.488
571.6	81.985	40.469
571.5	81.994999	40.452
571.4	82.008	40.459
571.3	81.998	40.469
571.199999	81.942	40.458
571.1	81.91	40.45
571	81.932	40.45
570.9	81.947	40.439
570.8	81.943999	40.428999
570.699999	81.934	40.442
570.6	81.95	40.436
570.5	81.95	40.443
570.4	81.946	40.43
570.3	81.938	40.407
570.199999	81.889	40.41
570.1	81.901	40.433
570	81.929	40.4
569.9	81.926	40.418
569.8	81.955	40.425
569.699999	81.950999	40.425
569.6	81.94	40.397
569.5	81.952	40.395
569.4	81.945	40.4
569.3	81.943	40.392
569.199999	81.959	40.388
569.1	81.908	40.374
569	81.906	40.387
568.9	81.896999	40.386
568.8	81.950999	40.361
568.699999	81.898	40.376
568.6	81.884	40.34
568.5	81.899999	40.361999
568.4	81.918	40.347
568.3	81.927	40.367
568.199999	81.902	40.352
568.1	81.892	40.355
568	81.915	40.326
567.9	81.997	40.309
567.8	81.908	40.351
567.699999	81.905	40.348
567.6	81.884999	40.334
567.5	81.902	40.334
567.4	81.894	40.327
567.3	81.867999	40.33
567.199999	81.887	40.332
567.1	81.899	40.331
567	81.889	40.302
566.9	81.889	40.29
566.8	81.898	40.289
566.699999	81.922	40.300999
566.6	81.943999	40.279
566.5	81.907	40.273
566.4	81.888	40.266
566.3	81.877	40.262
566.199999	81.871	40.28
566.1	81.871	40.281
566	81.852999	40.279
565.9	81.833	40.274
565.8	81.84	40.257
565.699999	81.831	40.251
565.6	81.840999	40.256
565.5	81.858	40.259
565.4	81.867	40.247
565.3	81.864	40.25
565.199999	81.879	40.23
565.1	81.879	40.22
565	81.849	40.233
564.9	81.863	40.239999
564.8	81.894	40.216
564.699999	81.889	40.204
564.6	81.855	40.203
564.5	81.855999	40.212
564.4	81.805	40.233
564.3	81.807	40.221
564.199999	81.852999	40.204
564.1	81.827	40.219
564	81.789999	40.191
563.9	81.825	40.193
563.8	81.843	40.197
563.699999	81.843	40.193
563.6	81.857	40.166
563.5	81.861999	40.178999
563.4	81.845	40.184
563.3	81.804	40.172
563.199999	81.858	40.157
563.1	81.807	40.147
563	81.807	40.155
562.9	81.824	40.154
562.8	81.845	40.144
562.699999	81.835	40.134
562.6	81.836	40.114
562.5	81.839	40.126
562.4	81.82	40.106
562.3	81.832	40.122
562.199999	81.833	40.119
562.1	81.84	40.096
562	81.823	40.098
561.9	81.789	40.108
561.8	81.809	40.098
561.699999	81.801999	40.087
561.6	81.797	40.071
561.5	81.786999	40.083
561.4	81.792	40.088
561.3	81.808	40.081
561.199999	81.789999	40.06
561.1	81.785	40.057
561	81.746	40.066
560.9	81.795	40.066
560.8	81.819	40.059
560.699999	81.769	40.048
560.6	81.754	40.035
560.5	81.766	40.016
560.4	81.769	40.022
560.3	81.782	40.026
560.199999	81.777	40.014
560.1	81.747	40.001
560	81.738	39.993
559.9	81.761	39.999
559.8	81.737	39.995
559.699999	81.757	39.981
559.6	81.757	39.979
559.5	81.698	39.989999
559.4	81.741	39.978
559.3	81.726	39.957
559.199999	81.744	39.951
559.1	81.736	39.936
559	81.746	39.928999
558.9	81.759	39.937
558.8	81.766	39.945
558.699999	81.777999	39.928999
558.6	81.733999	39.92
558.5	81.715	39.979
558.4	81.761	39.968
558.3	81.735	39.966
558.199999	81.786999	39.96
558.1	81.774	39.958
558	81.736	39.928
557.9	81.741	39.924
557.8	81.741	39.927
557.699999	81.762999	39.931
557.6	81.765	39.928999
557.5	81.739999	39.908
557.4	81.741	39.901
557.3	81.730999	39.887
557.199999	81.73	39.882
557.1	81.736	39.88
557	81.715999	39.849
556.9	81.72	39.837
556.8	81.721	39.852
556.699999	81.737	39.838
556.6	81.721999	39.835
556.5	81.703	39.828
556.4	81.694999	39.821
556.3	81.72	39.813
556.199999	81.721999	39.805
556.1	81.699999	39.795
556	81.721	39.795
555.9	81.71	39.779
555.8	81.698	39.778
555.699999	81.726	39.758
555.6	81.721999	39.737
555.5	81.725	39.732
555.4	81.681	39.728
555.3	81.667	39.713
555.199999	81.688	39.712
555.1	81.718999	39.723
555	81.718999	39.707
554.9	81.701	39.701
554.8	81.678	39.689
554.699999	81.648	39.685
554.6	81.682999	39.669
554.5	81.703	39.656
554.4	81.688	39.661
554.3	81.682	39.645
554.199999	81.643	39.643
554.1	81.625	39.627
554	81.652999	39.594
553.9	81.686	39.609
553.8	81.667999	39.612
553.699999	81.646	39.615
553.6	81.603	39.598
553.5	81.608999	39.588
553.4	81.66	39.589
553.3	81.644	39.57
553.199999	81.647	39.559
553.1	81.667	39.54
553	81.632	39.532
552.9	81.675	39.532
552.8	81.611	39.528
552.699999	81.640999	39.523
552.6	81.599999	39.536
552.5	81.628	39.507
552.4	81.545999	39.501
552.3	81.614	39.502
552.199999	81.599	39.489999
552.1	81.583	39.488
552	81.589	39.476
551.9	81.588	39.486
551.8	81.613	39.491
551.699999	81.596999	39.486
551.6	81.581999	39.472
551.5	81.584	39.448
551.4	81.572	39.438
551.3	81.553	39.449
551.199999	81.568	39.434
551.1	81.595	39.427
551	81.555	39.433
550.9	81.549	39.412
550.8	81.598	39.419
550.699999	81.564	39.403
550.6	81.55	39.38
550.5	81.557	39.396
550.4	81.584999	39.395
550.3	81.575	39.393
550.199999	81.526	39.384
550.1	81.542	39.369
550	81.581	39.371
549.9	81.577999	39.381
549.8	81.527	39.381
549.699999	81.515	39.374
549.6	81.514	39.355
549.5	81.505	39.337
549.4	81.505	39.335
549.3	81.542	39.341
549.199999	81.542999	39.338
549.1	81.544	39.315
549	81.559	39.32
548.9	81.563	39.328
548.8	81.539	39.32
548.699999	81.551	39.328
548.6	81.549	39.328
548.5	81.54	39.33
548.4	81.516	39.327
548.3	81.530999	39.284
548.199999	81.544	39.287
548.1	81.499	39.3
548	81.528	39.291
547.9	81.537	39.285
547.8	81.532	39.282
547.699999	81.556	39.271
547.6	81.527	39.287
547.5	81.506999	39.28
547.4	81.53	39.26
547.3	81.504	39.255
547.199999	81.476	39.264
547.1	81.512	39.241
547	81.523	39.253
546.9	81.515	39.243
546.8	81.502	39.259
546.699999	81.477	39.247
546.6	81.549	39.237
546.5	81.497	39.241
546.4	81.494	39.226
546.3	81.508	39.219
546.199999	81.464	39.224
546.1	81.473	39.213
546	81.503	39.202
545.9	81.464	39.188
545.8	81.489	39.201
545.699999	81.477	39.176
545.6	81.466	39.202
545.5	81.449	39.204
545.4	81.465	39.199
545.3	81.486	39.184
545.199999	81.493	39.182
545.1	81.467999	39.164
545	81.503	39.153
544.9	81.477999	39.136
544.8	81.452	39.145
544.699999	81.467	39.14
544.6	81.428	39.124
544.5	81.434	39.139
544.4	81.469	39.142
544.3	81.457	39.122
544.199999	81.435999	39.12
544.1	81.441	39.112
544	81.431	39.105
543.9	81.443	39.094
543.8	81.450999	39.09
543.699999	81.420999	39.094
543.6	81.455	39.078
543.5	81.483	39.059
543.4	81.466	39.067
543.3	81.423	39.069
543.199999	81.408	39.05
543.1	81.411	39.05
543	81.444	39.044
542.9	81.432999	39.029
542.8	81.445	39.04
542.699999	81.452	39.031
542.6	81.449	39.037
542.5	81.434	39.011
542.4	81.444	38.996
542.3	81.435	38.993
542.199999	81.416	38.983
542.1	81.417	38.974
542	81.396	38.984
541.9	81.438	38.975
541.8	81.445	38.951
541.699999	81.452	38.951
541.6	81.437	38.958
541.5	81.43	38.94
541.4	81.425	38.936
541.3	81.423	38.927
541.199999	81.369	38.926
541.1	81.43	38.918
541	81.411	38.892
540.9	81.39	38.895
540.8	81.387	38.901
540.699999	81.402	38.881
540.6	81.438999	38.882
540.5	81.415	38.862
540.4	81.384	38.857
540.3	81.413	38.853
540.199999	81.423999	38.838
540.1	81.406	38.845
540	81.379	38.823
539.9	81.383	38.829
539.8	81.381	38.816
539.699999	81.384	38.797
539.6	81.371	38.794
539.5	81.379	38.789
539.4	81.372	38.797
539.3	81.355999	38.789
539.199999	81.364999	38.767
539.1	81.386	38.767
539	81.369	38.759
538.9	81.367999	38.734
538.8	81.399	38.722
538.699999	81.358	38.724
538.6	81.355	38.729
538.5	81.357	38.726
538.4	81.333	38.712
538.3	81.348	38.702
538.199999	81.339	38.702
538.1	81.337	38.675
538	81.376	38.661
537.9	81.377	38.663
537.8	81.367999	38.651
537.699999	81.324	38.657
537.6	81.311	38.647
537.5	81.316	38.641
537.4	81.347	38.631
537.3	81.351	38.626
537.199999	81.339	38.618
537.1	81.316	38.621
537	81.292	38.606
536.9	81.277999	38.6
536.8	81.323	38.605
536.699999	81.316	38.576
536.6	81.328999	38.573
536.5	81.325999	38.569
536.4	81.301999	38.549
536.3	81.291	38.54
536.199999	81.318	38.543
536.1	81.292	38.501
536	81.3	38.518
535.9	81.344	38.507
535.8	81.337999	38.496
535.699999	81.27	38.477
535.6	81.295	38.482
535.5	81.281	38.496
535.4	81.308	38.468
535.3	81.313	38.446
535.199999	81.308	38.439
535.1	81.319	38.443
535	81.34	38.449
534.9	81.313	38.426
534.8	81.293	38.42
534.699999	81.295	38.41
534.6	81.318	38.403
534.5	81.349999	38.394
534.4	81.308	38.384
534.3	81.303	38.375
534.199999	81.248	38.371
534.1	81.259	38.362
534	81.27	38.368
533.9	81.261	38.356
533.8	81.254	38.345
533.699999	81.221	38.325
533.6	81.248	38.303
533.5	81.286999	38.295
533.4	81.279	38.295
533.3	81.252	38.3
533.199999	81.249	38.288
533.1	81.250999	38.266
533	81.262	38.263
532.9	81.261	38.264
532.8	81.267	38.255
532.699999	81.258	38.235
532.6	81.227999	38.239
532.5	81.223	38.228
532.4	81.248	38.199
532.3	81.282	38.207
532.199999	81.277999	38.194
532.1	81.226	38.179
532	81.206	38.18
531.9	81.203999	38.171
531.8	81.235	38.167
531.699999	81.249	38.154
531.6	81.277999	38.14
531.5	81.229	38.142
531.4	81.188	38.107
531.3	81.230999	38.116
531.199999	81.245	38.117
531.1	81.211999	38.105
531	81.241	38.079
530.9	81.19	38.075
530.8	81.198	38.072
530.699999	81.215	38.05
530.6	81.218	38.045
530.5	81.206999	38.06
530.4	81.21	38.026
530.3	81.145	38.04
530.199999	81.208	38.018
530.1	81.164999	38.008
530	81.152	38.007
529.9	81.197	37.992
529.8	81.199	37.959
529.699999	81.167999	37.977
529.6	81.194999	37.962
529.5	81.199	37.952
529.4	81.186	37.931
529.3	81.166	37.941
529.199999	81.161	37.917
529.1	81.201	37.921
529	81.226	37.918
528.9	81.227999	37.873
528.8	81.183	37.878
528.699999	81.196	37.87
528.6	81.173	37.86
528.5	81.158	37.879
528.4	81.196	37.856
528.3	81.19	37.845
528.199999	81.176999	37.846
528.1	81.144	37.825
528	81.167999	37.826
527.9	81.19	37.803
527.8	81.159	37.797
527.699999	81.157	37.8
527.6	81.161	37.785999
527.5	81.179999	37.761
527.4	81.185	37.747
527.3	81.152	37.738
527.199999	81.128	37.726
527.1	81.172	37.724999
527	81.142	37.714
526.9	81.083	37.716
526.8	81.114	37.709
526.699999	81.136	37.704
526.6	81.145	37.684
526.5	81.13	37.676
526.4	81.14	37.663999
526.3	81.142	37.656
526.199999	81.122	37.66
526.1	81.171	37.662
526	81.136	37.64
525.9	81.098	37.613
525.8	81.096999	37.618
525.699999	81.098	37.606
525.6	81.105999	37.59
525.5	81.083	37.593
525.4	81.133	37.586
525.3	81.099	37.573
525.199999	81.096999	37.528
525.1	81.067	37.551
525	81.121	37.525
524.9	81.117999	37.528
524.8	81.084999	37.511
524.699999	81.127	37.499
524.6	81.119	37.498
524.5	81.099	37.482
524.4	81.062	37.472
524.3	81.107	37.458
524.199999	81.035	37.459
524.1	81.125	37.465
524	81.057	37.437
523.9	81.081999	37.381
523.8	81.092	37.405
523.699999	81.076	37.404
523.6	81.075	37.402
523.5	81.099	37.378
523.4	81.064	37.373
523.3	81.105999	37.358
523.199999	81.107	37.35
523.1	81.054	37.348
523	81.045999	37.352
522.9	81.006	37.343
522.8	81.030999	37.32
522.699999	81.088	37.308
522.6	81.067	37.291999
522.5	81.06	37.293
522.4	81.045999	37.291
522.3	81.044	37.282
522.199999	81.022	37.275
522.1	81.026	37.259
522	81.042999	37.24
521.9	81.036	37.228
521.8	81.01	37.215
521.699999	81.02	37.211
521.6	81.045	37.203
521.5	81.011	37.195
521.4	81	37.19
521.3	81.015	37.174
521.199999	81.014	37.158
521.1	80.999	37.156
521	80.97	37.138
520.9	81.014	37.135
520.8	81.017	37.113
520.699999	81.014	37.101
520.6	81.017	37.104
520.5	80.991	37.105
520.4	81.035	37.072
520.3	80.994999	37.057
520.199999	81.012	37.075
520.1	80.969	37.058
520	81.006999	37.047999
519.9	80.974999	37.038
519.8	80.954	37.026
519.699999	80.977	37.008
519.6	81.02	37
519.5	80.974999	37.001
