wavelength	transmission	transmission
nm	%	%
	NaCl, not irradiated	NaCl, irradiated with X-rays
881.8	85.393	59.133
881.7	85.399999	59.124
881.6	85.383	59.114
881.5	85.402	59.134
881.4	85.367999	59.114999
881.3	85.367	59.095
881.2	85.358999	59.083
881.1	85.39	59.103
881	85.378	59.063
880.9	85.38	59.048
880.8	85.387	59.065
880.7	85.396	59.075999
880.6	85.33	59.046
880.5	85.363	59.038
880.4	85.369	59.033
880.3	85.393	59.025
880.2	85.402	59.04
880.1	85.378	59.007
880	85.392	58.998
879.9	85.402999	58.967
879.8	85.38	58.991
879.7	85.365	59.001
879.6	85.404	59.014
879.5	85.397	58.974
879.4	85.351999	58.971
879.3	85.477999	58.998
879.2	85.331999	58.979
879.1	85.363	58.923
879	85.367	58.948
878.9	85.345	58.936
878.8	85.322	58.926
878.7	85.351	58.896
878.6	85.352999	58.914
878.5	85.38	58.921
878.4	85.38	58.907
878.3	85.443	58.882
878.2	85.432	58.855999
878.1	85.35	58.853
878	85.363	58.843
877.9	85.377	58.846
877.8	85.365	58.807
877.7	85.367999	58.803
877.6	85.387	58.814
877.5	85.418	58.808
877.4	85.431	58.78
877.3	85.438	58.769
877.2	85.373	58.758999
877.1	85.33	58.738
877	85.335	58.744
876.9	85.348	58.731999
876.8	85.37	58.728
876.7	85.346999	58.694
876.6	85.336999	58.68
876.5	85.338	58.672999
876.4	85.328	58.645
876.3	85.318	58.646
876.2	85.315	58.638
876.1	85.346999	58.627
876	85.348	58.628
875.9	85.339	58.631
875.8	85.355	58.618
875.7	85.348	58.59
875.6	85.323	58.575
875.5	85.338	58.562
875.4	85.287	58.545
875.3	85.288	58.564
875.2	85.331999	58.564
875.1	85.319999	58.541
875	85.358999	58.516
874.9	85.346999	58.479
874.8	85.34	58.506
874.7	85.292999	58.46
874.6	85.374	58.489
874.5	85.292999	58.484
874.4	85.336999	58.379
874.3	85.336	58.432
874.2	85.361	58.404999
874.1	85.313	58.407
874	85.36	58.406
873.9	85.334	58.388
873.8	85.312	58.381
873.7	85.316	58.335
873.6	85.333	58.335
873.5	85.352999	58.355999
873.4	85.352999	58.339
873.3	85.321	58.296
873.2	85.27	58.259
873.1	85.333	58.298
873	85.342	58.277
872.9	85.304999	58.253
872.8	85.297	58.233
872.7	85.292	58.246
872.6	85.321	58.24
872.5	85.324999	58.229
872.4	85.342	58.189
872.3	85.307	58.187
872.2	85.351999	58.19
872.1	85.297	58.152
872	85.268999	58.141
871.9	85.318	58.141
871.8	85.336999	58.117
871.7	85.312	58.129
871.6	85.297	58.115
871.5	85.285	58.091
871.4	85.273	58.101
871.3	85.309	58.086
871.2	85.279	58.074
871.1	85.262	58.062
871	85.304999	58.035
870.9	85.328	58.060999
870.8	85.295	58.043
870.7	85.309	57.997
870.6	85.323	57.991
870.5	85.255	57.967
870.4	85.265999	57.961
870.3	85.285	57.964
870.2	85.271	57.934
870.1	85.263	57.919
870	85.279	57.928999
869.9	85.322	57.887
869.8	85.299	57.916999
869.7	85.324999	57.904999
869.6	85.274	57.898
869.5	85.263	57.873
869.4	85.261	57.853
869.3	85.257	57.812
869.2	85.256	57.786
869.1	85.277	57.799
869	85.236	57.807
868.9	85.301	57.806
868.8	85.26	57.768
868.7	85.324999	57.758
868.6	85.349	57.772
868.5	85.299	57.717
868.4	85.298	57.711
868.3	85.249	57.68
868.2	85.233	57.706
868.1	85.302	57.705
868	85.357	57.664
867.9	85.246	57.647
867.8	85.233	57.692
867.7	85.27	57.655
867.6	85.24	57.626
867.5	85.201	57.609
867.4	85.202	57.604
867.3	85.233	57.583
867.2	85.261	57.56
867.1	85.242999	57.567
867	85.248	57.531
866.9	85.273	57.538
866.8	85.280999	57.521
866.7	85.258	57.499
866.6	85.233999	57.487
866.5	85.236	57.474
866.4	85.263	57.46
866.3	85.252	57.442
866.2	85.25	57.42
866.1	85.256	57.393
866	85.22	57.387999
865.9	85.227	57.377999
865.8	85.236999	57.377999
865.7	85.211	57.391
865.6	85.239	57.374
865.5	85.261	57.367999
865.4	85.233	57.345
865.3	85.212	57.314
865.2	85.196	57.304999
865.1	85.22	57.311
865	85.239	57.276
864.9	85.241	57.259
864.8	85.273	57.249
864.7	85.253	57.254
864.6	85.221999	57.267
864.5	85.251	57.255
864.4	85.19	57.245
864.3	85.241999	57.209
864.2	85.188	57.196
864.1	85.224999	57.167
864	85.199	57.156
863.9	85.190999	57.166
863.8	85.211	57.124
863.7	85.213	57.106
863.6	85.24	57.098
863.5	85.218	57.086
863.4	85.192	57.054
863.3	85.193	57.062
863.2	85.193	57.038999
863.1	85.216	57.053
863	85.194	57.014
862.9	85.217	56.999999
862.8	85.149	56.985
862.7	85.197	56.981
862.6	85.217	56.971
862.5	85.244	56.961
862.4	85.232	56.955
862.3	85.181	56.915
862.2	85.242999	56.904999
862.1	85.241	56.888
862	85.233999	56.894
861.9	85.187	56.879
861.8	85.149	56.84
861.7	85.173	56.836
861.6	85.241999	56.833
861.5	85.221999	56.818
861.4	85.17	56.798
861.3	85.179	56.786
861.2	85.205	56.772
861.1	85.204	56.759
861	85.172	56.767
860.9	85.155999	56.742
860.8	85.153	56.723
860.7	85.176	56.694
860.6	85.18	56.686
860.5	85.209	56.684
860.4	85.2	56.681
860.3	85.19	56.672
860.2	85.202	56.644
860.1	85.209999	56.633999
860	85.182999	56.627
859.9	85.16	56.588
859.8	85.136	56.577
859.7	85.141	56.562
859.6	85.135	56.553
859.5	85.172	56.531
859.4	85.2	56.521999
859.3	85.185	56.514
859.2	85.178	56.482
859.1	85.175	56.486999
859	85.143	56.483
858.9	85.149	56.453
858.8	85.137	56.433
858.7	85.167	56.437
858.6	85.158999	56.422
858.5	85.117	56.389999
858.4	85.13	56.386
858.3	85.153	56.352999
858.2	85.114	56.373
858.1	85.175	56.355999
858	85.119999	56.342
857.9	85.157	56.32
857.8	85.184	56.289
857.7	85.185999	56.267999
857.6	85.118	56.275
857.5	85.14	56.281
857.4	85.09	56.247
857.3	85.164	56.227
857.2	85.119999	56.227
857.1	85.163	56.211
857	85.122	56.18
856.9	85.143	56.161
856.8	85.137	56.157999
856.7	85.075999	56.16
856.6	85.09	56.137
856.5	85.065	56.092
856.4	85.124	56.076
856.3	85.126	56.096
856.2	85.125	56.072999
856.1	85.119	56.026
856	85.111999	56.04
855.9	85.170999	56.04
855.8	85.138	56.017
855.7	85.114999	55.986
855.6	85.124	55.957
855.5	85.092	55.953
855.4	85.082	55.942
855.3	85.121	55.916999
855.2	85.117	55.896
855.1	85.111999	55.893
855	85.129	55.901999
854.9	85.139	55.883
854.8	85.165	55.855
854.7	85.154	55.835
854.6	85.118	55.816
854.5	85.045999	55.814
854.4	85.005	55.803999
854.3	85.060999	55.785
854.2	85.101	55.773
854.1	85.075	55.755999
854	85.087	55.736
853.9	85.091	55.72
853.8	85.066	55.687
853.7	85.091	55.689
853.6	85.108999	55.682
853.5	85.075	55.676
853.4	85.063999	55.66
853.3	85.028	55.639
853.2	85.092	55.613
853.1	85.116	55.614
853	85.059	55.583
852.9	85.048	55.588
852.8	85.148	55.562
852.7	85.083	55.528
852.6	85.075	55.517
852.5	85.096	55.523
852.4	85.101	55.541
852.3	85.101	55.482
852.2	85.082	55.478
852.1	85.033999	55.457
852	85.082	55.491
851.9	85.105	55.423
851.8	85.084999	55.357
851.7	85.087	55.364999
851.6	85.108999	55.37
851.5	85.086	55.367999
851.4	85.086	55.33
851.3	85.07	55.316
851.2	85.099	55.298
851.1	85.122	55.269
851	85.141	55.294
850.9	85.113	55.265
850.8	85.077	55.233
850.7	85.072	55.218
850.6	85.051	55.211
850.5	85.032	55.183
850.4	85.047	55.157
850.3	85.086	55.157
850.2	85.063	55.171
850.1	85.043	55.138
850	85.057	55.092
849.9	85.016	55.116
849.8	85.047	55.12
849.7	85.036999	55.099
849.6	85.065	55.063
849.5	85.099999	55.052
849.4	85.054	55.041
849.3	85.043	55.03
849.2	85.058	55.017
849.1	85.036	54.98
849	85.041	54.961
848.9	85.051	54.934
848.8	85.03	54.912
848.7	85.019	54.931
848.6	85.063999	54.905
848.5	85.066	54.872
848.4	85.065	54.867999
848.3	85.06	54.856
848.2	85.024999	54.845
848.1	85.029	54.807
848	85.001	54.805
847.9	84.953999	54.816
847.8	84.980999	54.798
847.7	84.94	54.781
847.6	84.962	54.756
847.5	85.035	54.75
847.4	85.066	54.749
847.3	85.075	54.728
847.2	85.017	54.685
847.1	85.009	54.643
847	85.012	54.674
846.9	85.033999	54.635
846.8	85.016	54.601
846.7	84.991	54.605
846.6	85.016	54.625
846.5	85.045	54.542
846.4	85.023	54.58
846.3	85.045	54.553
846.2	85.001	54.526
846.1	85.003	54.489
846	84.958999	54.535
845.9	84.946999	54.482
845.8	85.018	54.489
845.7	85.063999	54.447
845.6	85.054	54.435999
845.5	84.992999	54.446
845.4	84.977	54.43
845.3	84.992	54.386
845.2	84.967	54.395
845.1	85.008	54.37
845	84.997	54.359
844.9	84.977	54.354
844.8	84.999	54.308
844.7	84.961	54.291
844.6	84.977999	54.289
844.5	85.017	54.267
844.4	84.989999	54.245
844.3	85.006	54.238
844.2	84.989	54.232
844.1	84.996	54.203
844	84.985999	54.179999
843.9	84.989	54.174
843.8	84.979	54.137
843.7	84.98	54.112
843.599999	85.018	54.11
843.5	85.006	54.11
843.4	85.003	54.085
843.3	85.015	54.074
843.2	85.008	54.072
843.099999	85.012	54.063
843	84.997999	54.047999
842.9	84.974999	54.037
842.8	84.941	53.992
842.7	84.976	53.981
842.599999	85.033	53.979
842.5	84.98	53.959999
842.4	85.008	53.931
842.3	84.944	53.937
842.2	84.988	53.927
842.099999	84.977	53.912
842	84.968999	53.889
841.9	84.973	53.889
841.8	84.974999	53.874
841.7	84.958	53.843
841.599999	84.938999	53.809
841.5	84.917	53.805
841.4	84.936	53.769
841.3	85.006	53.773
841.2	84.923	53.742
841.099999	84.965999	53.735
841	84.971	53.701
840.9	84.926999	53.695
840.8	84.931	53.696
840.7	84.96	53.701
840.599999	84.956	53.686
840.5	84.914999	53.667
840.4	84.902999	53.654
840.3	84.968999	53.616
840.2	84.964	53.596
840.099999	84.91	53.58
840	84.933	53.559
839.9	84.938999	53.551
839.8	84.961	53.520999
839.7	84.961	53.52
839.599999	84.952	53.513
839.5	84.965999	53.492
839.4	84.958	53.496999
839.3	84.965999	53.471999
839.2	84.919	53.458
839.099999	84.919	53.447
839	84.971	53.445
838.9	84.95	53.423
838.8	84.961	53.382
838.7	84.902999	53.38
838.599999	84.854	53.364
838.5	84.926999	53.349999
838.4	84.950999	53.325999
838.3	84.926	53.303999
838.2	84.933	53.286999
838.099999	84.934	53.273
838	84.937	53.264
837.9	84.929	53.256
837.8	84.905	53.237
837.7	84.901	53.217
837.599999	84.899999	53.19
837.5	84.882	53.197
837.4	84.905	53.177
837.3	84.938999	53.15
837.2	84.892	53.158
837.099999	84.894	53.125
837	84.911	53.111
836.9	84.883	53.112
836.8	84.921	53.089
836.7	84.925	53.071
836.599999	84.889	53.083
836.5	84.863	53.047
836.4	84.882	53.030999
836.3	84.926	53.041
836.2	84.92	53.004
836.099999	84.88	52.976
836	84.875999	52.955
835.9	84.962999	52.965
835.8	84.91	52.931
835.7	84.866	52.922
835.599999	84.89	52.884
835.5	84.828999	52.915
835.4	84.873	52.853
835.3	84.831999	52.871
835.2	84.906	52.837999
835.099999	84.885	52.825999
835	84.931	52.837
834.9	84.89	52.81
834.8	84.895	52.773
834.7	84.916	52.76
834.599999	84.877	52.759
834.5	84.869	52.776999
834.4	84.904	52.741
834.3	84.877	52.676
834.2	84.921	52.687
834.099999	84.926999	52.666999
834	84.882	52.671
833.9	84.889	52.675
833.8	84.852999	52.634
833.7	84.899999	52.617
833.599999	84.93	52.617999
833.5	84.904	52.601
833.4	84.893	52.587
833.3	84.916	52.58
833.2	84.873	52.547999
833.099999	84.828999	52.525
833	84.846	52.522
832.9	84.87	52.502
832.8	84.877	52.501
832.7	84.867	52.485
832.599999	84.848999	52.461
832.5	84.84	52.458
832.4	84.855	52.447999
832.3	84.835	52.414
832.2	84.842	52.389
832.099999	84.855999	52.393
832	84.887	52.364999
831.9	84.879	52.345
831.8	84.852999	52.349
831.7	84.848	52.343
831.599999	84.866	52.333
831.5	84.831999	52.300999
831.4	84.816	52.279
831.3	84.816999	52.28
831.2	84.839	52.281
831.099999	84.884	52.258
831	84.807999	52.231
830.9	84.838	52.215
830.8	84.858999	52.187
830.7	84.862	52.166999
830.599999	84.846	52.174
830.5	84.81	52.154
830.4	84.848999	52.145
830.3	84.814	52.139
830.2	84.855	52.086
830.099999	84.883	52.105999
830	84.867999	52.047
829.9	84.804	52.057
829.8	84.828	52.051
829.7	84.831	52.037
829.599999	84.749	51.995
829.5	84.836999	51.999
829.4	84.840999	51.954
829.3	84.806	51.976
829.2	84.846999	51.955
829.099999	84.804	51.922999
829	84.776	51.932999
828.9	84.821	51.92
828.8	84.843999	51.881
828.7	84.843	51.878
828.599999	84.834	51.896
828.5	84.848999	51.846
828.4	84.839	51.818
828.3	84.848999	51.807
828.2	84.816	51.821
828.099999	84.795	51.824
828	84.799	51.792
827.9	84.809	51.778
827.8	84.768	51.773
827.7	84.772	51.764
827.599999	84.792999	51.739
827.5	84.843	51.719
827.4	84.836999	51.709
827.3	84.807	51.703
827.2	84.843999	51.694
827.099999	84.85	51.673
827	84.8	51.651
826.9	84.806	51.635
826.8	84.828	51.615999
826.7	84.771	51.598
826.599999	84.771	51.589
826.5	84.821	51.59
826.4	84.840999	51.571
826.3	84.843999	51.554999
826.2	84.821	51.544999
826.099999	84.795	51.532999
826	84.788	51.508
825.9	84.746	51.502
825.8	84.730999	51.487
825.7	84.782	51.489
825.599999	84.772	51.456
825.5	84.797	51.429
825.4	84.813	51.454
825.3	84.780999	51.436
825.2	84.831999	51.406
825.099999	84.813	51.401
825	84.845	51.401
824.9	84.796	51.332
824.8	84.786	51.349
824.7	84.773	51.358
824.599999	84.815	51.319
824.5	84.759	51.356
824.4	84.783	51.329
824.3	84.784	51.286
824.2	84.789999	51.285
824.099999	84.798	51.249
824	84.797	51.243
823.9	84.843999	51.239999
823.8	84.826	51.198
823.7	84.801	51.233
823.599999	84.741	51.197
823.5	84.732	51.164
823.4	84.791	51.154999
823.3	84.774	51.129
823.2	84.772	51.126
823.099999	84.769	51.11
823	84.795	51.108
822.9	84.771	51.108
822.8	84.797	51.081
822.7	84.807	51.082
822.599999	84.774	51.044
822.5	84.775	51.058
822.4	84.787	51.044999
822.3	84.733	51.008
822.2	84.721	50.99
822.099999	84.769	50.993
822	84.774	50.976
821.9	84.738	50.961
821.8	84.741999	50.961
821.7	84.765	50.939
821.599999	84.791	50.922
821.5	84.748	50.932
821.4	84.708	50.904
821.3	84.75	50.878
821.2	84.773	50.871999
821.099999	84.741	50.876
821	84.752	50.852
820.9	84.771	50.83
820.8	84.787	50.822999
820.7	84.773	50.818
820.599999	84.73	50.804
820.5	84.730999	50.775
820.4	84.727	50.769
820.3	84.772	50.754
820.2	84.73	50.739
820.099999	84.69	50.722
820	84.736999	50.718
819.9	84.791	50.723
819.8	84.788	50.686
819.7	84.787	50.671
819.599999	84.77	50.654999
819.5	84.77	50.651999
819.4	84.732	50.663
819.3	84.73	50.627999
819.2	84.753	50.596
819.099999	84.736	50.593999
819	84.761	50.605999
818.9	84.783	50.577
818.8	84.721	50.559
818.7	84.702	50.576
818.599999	84.748	50.559
818.5	84.730999	50.546
818.4	84.755	50.517
818.3	84.758	50.513
818.2	84.753	50.529
818.099999	84.694999	50.467
818	84.706	50.480999
817.9	84.744	50.465
817.8	84.726	50.431
817.7	84.727	50.444999
817.599999	84.704	50.454
817.5	84.679	50.425
817.4	84.714999	50.404
817.3	84.705	50.393
817.2	84.693	50.379
817.099999	84.739	50.345
817	84.726	50.322
816.9	84.726	50.322999
816.8	84.723	50.33
816.7	84.717	50.316
816.599999	84.735	50.295
816.5	84.726	50.27
816.4	84.694	50.271999
816.3	84.68	50.255
816.2	84.696	50.247
816.099999	84.711	50.257
816	84.716	50.254
815.9	84.727	50.245
815.8	84.717	50.224
815.7	84.687	50.21
815.599999	84.687	50.193
815.5	84.712	50.200999
815.4	84.682999	50.184
815.3	84.639	50.149
815.2	84.643999	50.143
815.099999	84.667999	50.116
815	84.677	50.105
814.9	84.692	50.099
814.8	84.684	50.096
814.7	84.664	50.092
814.599999	84.678	50.077
814.5	84.672	50.05
814.4	84.682	50.043
814.3	84.685999	50.043
814.2	84.721	50.01
814.099999	84.663	50.012
814	84.67	49.984
813.9	84.653	50.004
813.8	84.653	49.977
813.7	84.729	49.952
813.599999	84.699	49.977
813.5	84.658	49.952
813.4	84.757	49.928
813.3	84.678	49.932
813.2	84.655999	49.933
813.099999	84.724999	49.903
813	84.682	49.891
812.9	84.702	49.886
812.8	84.682999	49.878
812.7	84.664	49.844
812.599999	84.669	49.839
812.5	84.729	49.834
812.4	84.704	49.83
812.3	84.649	49.814
812.2	84.676	49.836
812.099999	84.699	49.815
812	84.642	49.805
811.9	84.636	49.784
811.8	84.655999	49.765
811.7	84.619999	49.742999
811.599999	84.662	49.751
811.5	84.7	49.713
811.4	84.701	49.738
811.3	84.676	49.726
811.2	84.691	49.685
811.099999	84.701	49.677
811	84.689	49.669999
810.9	84.658999	49.674
810.8	84.68	49.667
810.7	84.670999	49.631
810.599999	84.657	49.616
810.5	84.667999	49.625
810.4	84.658	49.626
810.3	84.655	49.62
810.2	84.631	49.601
810.099999	84.614	49.581
810	84.646	49.569
809.9	84.677	49.56
809.8	84.675	49.561
809.7	84.624	49.538
809.599999	84.638	49.526
809.5	84.629	49.517
809.4	84.614999	49.526
809.3	84.646999	49.53
809.2	84.670999	49.503
809.099999	84.645	49.472
809	84.636	49.45
808.9	84.651	49.445
808.8	84.670999	49.436
808.7	84.638	49.438
808.599999	84.608999	49.434
808.5	84.639	49.443
808.4	84.643999	49.415
808.3	84.661	49.415
808.2	84.642	49.389
808.099999	84.639	49.386
808	84.655999	49.364
807.9	84.611999	49.373
807.8	84.627	49.368
807.7	84.670999	49.35
807.599999	84.689	49.361
807.5	84.688	49.343
807.4	84.639	49.347
807.3	84.66	49.283
807.2	84.679	49.266
807.099999	84.638	49.272
807	84.67	49.277
806.9	84.653	49.273
806.8	84.687	49.283
806.7	84.68	49.245
806.599999	84.637	49.231
806.5	84.614	49.212
806.4	84.599999	49.218
806.3	84.57	49.219
806.2	84.611999	49.208
806.099999	84.648	49.198
806	84.648	49.18
805.9	84.614999	49.181
805.8	84.61	49.183
805.7	84.611999	49.175
805.599999	84.622	49.156
805.5	84.635	49.132
805.4	84.652	49.113
805.3	84.634	49.099
805.2	84.629	49.109
805.099999	84.614999	49.093
805	84.608999	49.069
804.9	84.628	49.075
804.8	84.633	49.068
804.7	84.628	49.068
804.599999	84.625	49.06
804.5	84.631	49.05
804.4	84.623	49.041
804.3	84.608999	49.027
804.2	84.629	49.009
804.099999	84.655	49.011
804	84.658999	49.005
803.9	84.639	48.97
803.8	84.583	48.956
803.7	84.587	48.947
803.599999	84.579	48.956
803.5	84.580999	48.951
803.4	84.599999	48.934
803.3	84.631999	48.901
803.2	84.635	48.916
803.099999	84.627	48.902
803	84.623	48.912
802.9	84.616	48.894
802.8	84.572999	48.889
802.7	84.578	48.867
802.599999	84.611	48.869
802.5	84.551	48.875
802.4	84.580999	48.863
802.3	84.64	48.855
802.2	84.614999	48.825
802.099999	84.583	48.823
802	84.575999	48.817
801.9	84.587999	48.856
801.8	84.559	48.801
801.7	84.594	48.772
801.599999	84.568	48.776
801.5	84.575999	48.768
801.4	84.565	48.751
801.3	84.577	48.713
801.2	84.575	48.75
801.099999	84.587	48.726
801	84.602999	48.729
800.9	84.604	48.686
800.8	84.58	48.715
800.7	84.586	48.713
800.599999	84.554	48.695
800.5	84.536	48.69
800.4	84.543	48.672
800.3	84.539	48.678
800.2	84.56	48.67
800.099999	84.571	48.664
800	84.569	48.64
799.9	84.592999	48.64
799.8	84.580999	48.616
799.7	84.575	48.62
799.599999	84.580999	48.612
799.5	84.639	48.607
799.4	84.633	48.605
799.3	84.554	48.581
799.2	84.541	48.574
799.099999	84.553	48.57
799	84.545	48.555
798.9	84.569	48.549
798.8	84.575999	48.553
798.7	84.589	48.547
798.599999	84.55	48.532
798.5	84.527	48.531
798.4	84.536	48.513
798.3	84.533999	48.514
798.2	84.587	48.501
798.099999	84.587	48.492
798	84.55	48.481
797.9	84.563	48.48
797.8	84.595	48.475
797.7	84.574	48.442
797.599999	84.557	48.428
797.5	84.563	48.43
797.4	84.572999	48.408
797.3	84.584	48.424
797.2	84.572	48.431
797.099999	84.476	48.407
797	84.532	48.362
796.9	84.532	48.379
796.8	84.554	48.373
796.7	84.635	48.377
796.599999	84.556	48.363
796.5	84.542	48.342
796.4	84.587999	48.345
796.3	84.533	48.318
796.2	84.543	48.316
796.099999	84.543	48.325
796	84.509	48.317
795.9	84.519	48.314
795.8	84.529	48.308
795.7	84.557	48.309
795.599999	84.560999	48.262
795.5	84.574	48.282
795.4	84.578	48.259
795.3	84.504	48.256
795.2	84.484	48.237
795.099999	84.521	48.249
795	84.511	48.252
794.9	84.523	48.228
794.8	84.538	48.22
794.7	84.519	48.201
794.599999	84.501	48.205
794.5	84.482	48.194
794.4	84.501	48.202
794.3	84.539	48.196
794.2	84.518	48.182
794.099999	84.528	48.175
794	84.518	48.162
793.9	84.495	48.154
793.8	84.506	48.146
793.7	84.507	48.135
793.599999	84.509	48.128
793.5	84.511	48.138
793.4	84.512	48.131
793.3	84.526	48.108
793.2	84.524	48.105
793.099999	84.507	48.101
793	84.499	48.095
792.9	84.492	48.085
792.8	84.496	48.067
792.7	84.506	48.076
792.599999	84.515	48.062
792.5	84.488	48.055
792.4	84.513	48.049
792.3	84.52	48.018
792.2	84.554	48.036
792.099999	84.545999	48.03
792	84.533999	48.003
791.9	84.495	48.003
791.8	84.511	47.996
791.7	84.513	47.997
791.599999	84.503	47.997
791.5	84.514	47.999
791.4	84.524	47.965
791.3	84.465999	47.99
791.2	84.524999	47.961
791.099999	84.523	47.947
791	84.512	47.952
790.9	84.449	47.969
790.8	84.499	47.955
790.7	84.477999	47.932
790.599999	84.502	47.929
790.5	84.496	47.92
790.4	84.469	47.907
790.3	84.47	47.898
790.2	84.529	47.89
790.099999	84.524999	47.86
790	84.531	47.889
789.9	84.503	47.869
789.8	84.477	47.877
789.7	84.505	47.86
789.599999	84.482	47.871
789.5	84.508	47.849
789.4	84.47	47.833
789.3	84.453999	47.829
789.2	84.447	47.824
789.099999	84.453	47.812
789	84.476	47.825
788.9	84.503	47.806
788.8	84.521999	47.794
788.7	84.509999	47.786
788.599999	84.509999	47.78
788.5	84.477999	47.781
788.4	84.474	47.786
788.3	84.489	47.769
788.2	84.473	47.746
788.099999	84.474	47.757
788	84.507	47.753
787.9	84.509	47.724
787.8	84.497999	47.718
787.7	84.501	47.724
787.599999	84.474	47.714
787.5	84.485	47.715999
787.4	84.465999	47.702
787.3	84.489999	47.703
787.2	84.512	47.693
787.099999	84.492	47.688
787	84.480999	47.688
786.9	84.438999	47.678
786.8	84.474	47.666
786.7	84.486	47.661
786.599999	84.44	47.651
786.5	84.436	47.657
786.4	84.497999	47.653
786.3	84.448	47.63
786.2	84.465999	47.644
786.099999	84.467	47.629
786	84.456	47.607
785.9	84.483	47.615
785.8	84.462999	47.591
785.7	84.45	47.616
785.599999	84.496	47.602
785.5	84.414999	47.593
785.4	84.46	47.585
785.3	84.47	47.595
785.2	84.479	47.604
785.099999	84.402999	47.57
785	84.492999	47.566
784.9	84.5	47.565
784.8	84.473	47.543
784.7	84.446	47.531
784.599999	84.45	47.534
784.5	84.413	47.557
784.4	84.441999	47.528
784.3	84.470999	47.521
784.2	84.458999	47.53
784.099999	84.452	47.51
784	84.486	47.487
783.9	84.452	47.507
783.8	84.458	47.504
783.7	84.464	47.501
783.599999	84.480999	47.492
783.5	84.497999	47.484
783.4	84.47	47.473
783.3	84.438999	47.471999
783.2	84.43	47.449
783.099999	84.441	47.448
783	84.450999	47.436
782.9	84.428	47.42
782.8	84.399999	47.423
782.7	84.445	47.427
782.599999	84.453	47.409
782.5	84.452	47.403
782.4	84.468	47.415
782.3	84.453999	47.413
782.2	84.45	47.396
782.099999	84.446	47.388
782	84.433	47.381
781.9	84.437	47.378
781.8	84.458999	47.374
781.7	84.465	47.375
781.599999	84.457	47.375
781.5	84.426999	47.349999
781.4	84.42	47.37
781.3	84.405	47.344
781.2	84.46	47.344
781.099999	84.447	47.326
781	84.43	47.324
780.9	84.396	47.319
780.8	84.437	47.296
780.7	84.474	47.305
780.599999	84.441999	47.297
780.5	84.43	47.321
780.4	84.441999	47.298
780.3	84.438	47.272
780.2	84.448	47.28
780.099999	84.443	47.261
780	84.467	47.274
779.9	84.446	47.268
779.8	84.44	47.288
779.7	84.414	47.267
779.599999	84.387	47.245
779.5	84.413	47.231
779.4	84.407	47.248
779.3	84.436	47.231
779.2	84.423	47.242
779.099999	84.408	47.233999
779	84.416	47.22
778.9	84.421	47.215
778.8	84.398	47.202
778.7	84.417	47.201
778.599999	84.425	47.191
778.5	84.387	47.186
778.4	84.395	47.182
778.3	84.392	47.186
778.2	84.453999	47.173
778.099999	84.426999	47.171
778	84.402	47.147
777.9	84.401	47.164
777.8	84.423999	47.158
777.7	84.422	47.159
777.599999	84.414	47.146
777.5	84.399	47.133
777.4	84.386	47.132
777.3	84.383	47.126
777.2	84.395	47.111
777.099999	84.392	47.117
777	84.413	47.096
776.9	84.438	47.084
776.8	84.421	47.099
776.7	84.418	47.09
776.599999	84.395	47.06
776.5	84.406	47.077
776.4	84.413	47.084
776.3	84.408	47.059
776.2	84.416	47.048
776.099999	84.435	47.042
776	84.414999	47.041
775.9	84.374	47.03
775.8	84.381	47.02
775.7	84.381	47.035
775.599999	84.373	47.025
775.5	84.399	47.014
775.4	84.375999	47.014
775.3	84.426999	47.015
775.2	84.406	46.987
775.099999	84.395	46.995
775	84.369	46.963
774.9	84.355999	46.968
774.8	84.396	46.966
774.7	84.377	46.96
774.599999	84.381	46.96
774.5	84.402	46.928
774.4	84.398	46.962
774.3	84.387	46.955
774.2	84.379	46.931
774.099999	84.367	46.935
774	84.362	46.906
773.9	84.395	46.88
773.8	84.367	46.885
773.7	84.387	46.912
773.599999	84.371	46.898
773.5	84.366	46.891
773.4	84.381	46.885
773.3	84.354	46.891
773.2	84.375999	46.85
773.099999	84.38	46.849
773	84.352999	46.857
772.9	84.333	46.861999
772.8	84.360999	46.834
772.7	84.402999	46.808
772.599999	84.360999	46.839
772.5	84.348999	46.842
772.4	84.383	46.823
772.3	84.367	46.823
772.2	84.364999	46.814
772.099999	84.395	46.8
772	84.397	46.806
771.9	84.374	46.802
771.8	84.340999	46.775
771.7	84.336	46.77
771.599999	84.369	46.767
771.5	84.374	46.758
771.4	84.379	46.748
771.3	84.367999	46.742
771.2	84.345	46.745
771.099999	84.354	46.741
771	84.36	46.739
770.9	84.379	46.727
770.8	84.375	46.717
770.7	84.33	46.698
770.599999	84.35	46.699
770.5	84.355999	46.706
770.4	84.357	46.702
770.3	84.381	46.663
770.2	84.378	46.654
770.099999	84.382	46.678999
770	84.352999	46.675
769.9	84.364999	46.659
769.8	84.335	46.657
769.7	84.306	46.661
769.599999	84.307	46.655
769.5	84.312	46.651
769.4	84.340999	46.644
769.3	84.379	46.639
769.2	84.352999	46.632
769.099999	84.352999	46.596
769	84.373	46.594
768.9	84.375	46.617999
768.8	84.377	46.62
768.7	84.35	46.573
768.599999	84.323	46.594
768.5	84.325	46.586
768.4	84.355999	46.582
768.3	84.348999	46.563
768.2	84.335	46.57
768.099999	84.321	46.559
768	84.313999	46.555
767.9	84.345	46.577
767.8	84.367999	46.550999
