Angle, TimePerStep, Intensity
33.38,0.5,15
33.4,0.5,12
33.42,0.5,19
33.44,0.5,22
33.46,0.5,11
33.48,0.5,11
33.5,0.5,18
33.52,0.5,14
33.54,0.5,11
33.56,0.5,11
33.58,0.5,16
33.6,0.5,6
33.62,0.5,5
33.64,0.5,11
33.66,0.5,8
33.68,0.5,9
33.7,0.5,9
33.72,0.5,11
33.74,0.5,6
33.76,0.5,8
33.78,0.5,10
33.8,0.5,10
33.82,0.5,6
33.84,0.5,8
33.86,0.5,11
33.88,0.5,8
33.9,0.5,7
33.92,0.5,6
33.94,0.5,4
33.96,0.5,7
33.98,0.5,5
34,0.5,12
34.02,0.5,7
34.04,0.5,11
34.06,0.5,4
34.08,0.5,7
34.1,0.5,7
34.12,0.5,6
34.14,0.5,9
34.16,0.5,4
34.18,0.5,2
34.2,0.5,4
34.22,0.5,5
34.24,0.5,4
34.26,0.5,8
34.28,0.5,6
34.3,0.5,3
34.32,0.5,7
34.34,0.5,7
34.36,0.5,5
34.38,0.5,5
34.4,0.5,3
34.42,0.5,2
34.44,0.5,5
34.46,0.5,2
34.48,0.5,7
34.5,0.5,4
34.52,0.5,6
34.54,0.5,6
34.56,0.5,5
34.58,0.5,3
34.6,0.5,3
34.62,0.5,4
34.64,0.5,4
34.66,0.5,3
34.68,0.5,6
34.7,0.5,3
34.72,0.5,4
34.74,0.5,2
34.76,0.5,2
34.78,0.5,1
34.8,0.5,5
34.82,0.5,2
34.84,0.5,6
34.86,0.5,2
34.88,0.5,1
34.9,0.5,2
34.92,0.5,4
34.94,0.5,6
34.96,0.5,3
34.98,0.5,6
35,0.5,6
35.02,0.5,5
35.04,0.5,5
35.06,0.5,5
35.08,0.5,3
35.1,0.5,2
35.12,0.5,1
35.14,0.5,1
35.16,0.5,1
35.18,0.5,3
35.2,0.5,1
35.22,0.5,5
35.24,0.5,3
35.26,0.5,2
35.28,0.5,3
35.3,0.5,3
35.32,0.5,2
35.34,0.5,1
35.36,0.5,4
35.38,0.5,1
35.4,0.5,6
35.42,0.5,6
35.44,0.5,4
35.46,0.5,2
35.48,0.5,3
35.5,0.5,1
35.52,0.5,3
