ultramarin1000,
X,Y
792686.0090769451,0.3413968653289408
792687.7796476044,0.3411783468104223
792688.4512271887,0.3412138522406646
792689.5815093066,0.34134501347708895
792690.6778450039,0.34134501347708895
792691.5284866791,0.34144025157232705
792692.4589155882,0.3418688230008985
792693.9206431315,0.3413106915611881
792694.5812982292,0.34165929919137467
792694.9217659766,0.34224977538185086
792695.5363598638,0.3425973944294699
792695.9102048017,0.3432024208844964
792696.3769304252,0.3437081398387447
792696.3643267972,0.34472635490254805
792696.0109201841,0.34610895457984586
792695.7939120312,0.34734571779922185
792695.2139180582,0.34897058339316456
792694.8931991481,0.3503182335643441
792694.7733428366,0.35145112258739974
792694.4885455315,0.3527603655828435
792694.4270046034,0.3538309041296463
792694.2830203546,0.3549895906061862
792693.9020833742,0.35640162559562055
792693.7655440808,0.35755235196804086
792693.249883846,0.35910843229490846
792692.9309270005,0.3604541984766248
792692.4741205628,0.3619473526583755
792692.0663819613,0.36338804378862877
792691.6846155412,0.3648009656103866
792691.0138382093,0.36652289625522233
792690.4965583893,0.3680807082334604
792689.896653812,0.3697268621322295
792689.1748674428,0.37150333134969254
792688.3262397592,0.37335561266625955
792687.7362004995,0.3750510245364835
792687.3984828119,0.3764168497038941
792686.7749188899,0.37808830003945443
792686.3397059329,0.37955836659449566
792686.0404456797,0.38088307329165805
792687.3256695002,0.38026247379454925
