ultramarin10,
X,Y
792820.4266199775,-0.000356156814579716
792821.0354504,0.0031754395144915175
792822.4651839278,0.002458607593840381
792823.5177738853,0.005403662297985463
792824.9594404359,0.004178187883007601
792825.6770616813,0.008392928382281607
792827.1604564706,0.006401558250766465
792828.2073743237,0.008178749420805088
792829.1722424154,0.010664361886017305
792830.1424417067,0.013103944534827092
792830.7156277618,0.018971357144659147
792830.9707267622,0.027585147546746215
792830.2104975355,0.044965327071217406
792813.5169580996,0.1985623755866225
792829.9242670729,0.05825298016060154
792814.373750978,0.20198111425458132
792830.1741201963,0.06691206369869057
792815.3449256563,0.20441227536879167
792829.8712903348,0.08034303673730107
792816.3353358997,0.20667735575884946
792829.9842229798,0.09018429778332475
792816.9349263743,0.21231679143344862
792830.2305256763,0.09887403586492935
792817.3817262187,0.21927542821254867
792830.549276126,0.1069382568202312
792818.160093318,0.2239121148767759
792830.5158126246,0.11804350871165054
792818.5711450941,0.23116437939318019
792830.8303651165,0.1261439750213163
792819.3304670104,0.23459161103459591
792831.2900437097,0.13351720976089723
792819.7071771434,0.24246268750645006
792831.4334839794,0.14311008929074087
792826.1266934084,0.18433221660138482
792819.6301201935,0.25394432717366333
792832.194966113,0.14688604222639873
792831.9181494587,0.15686254079207249
792819.8290467247,0.2630431131763772
792832.9516288453,0.15785439973753196
792819.9164812366,0.2731045262380105
792833.6650264204,0.16251121983925276
792819.7421828562,0.2854257527460416
792834.4137983649,0.16686261605979355
792819.936273173,0.2945662948391867
792835.3659329646,0.16945817006099953
792835.8559919426,0.17536728514730848
792833.8500978678,0.17746942717084407
792832.0685593529,0.17907579983024718
792829.6715802603,0.17987346486289862
792821.8461485164,0.18468348894008416
792818.9080390086,0.18709207358265056
792815.708891237,0.18869324972718296
792814.2722280924,0.19191378981829518
